                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.0459,                  0.854,                 1.5276,                0.57071,                0.63009,                0.63971,                0.40587,                 1.3824,                 1.3152,                 1.8589,               0.002476,               0.002476,               0.002476
                    154,                 1.0069,                0.82061,                 1.4986,                0.59452,                0.53631,                0.60874,                0.38919,                 1.3669,                 1.4063,                 1.8465,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.0241,                0.86937,                  1.502,                0.61039,                0.60649,                0.62575,                0.40146,                 1.3934,                 1.3481,                 1.8755,               0.002377,               0.002377,               0.002377
                    156,                 1.0219,                0.83938,                 1.5126,                0.60594,                0.55013,                0.61954,                0.39065,                 1.3889,                 1.3567,                 1.8575,              0.0023275,              0.0023275,              0.0023275
                    157,                0.98942,                0.83006,                 1.4849,                0.72039,                0.51436,                0.65046,                0.41919,                 1.3607,                 1.2617,                 1.8435,               0.002278,               0.002278,               0.002278
                    158,                 1.0145,                0.84503,                 1.4911,                0.59571,                0.60423,                0.64341,                0.40376,                 1.4063,                 1.3693,                  1.884,              0.0022285,              0.0022285,              0.0022285
                    159,                0.99873,                0.80915,                 1.4878,                0.58467,                0.64825,                 0.6454,                0.41294,                 1.3787,                 1.3042,                 1.8549,               0.002179,               0.002179,               0.002179
                    160,                 1.0016,                0.80597,                 1.4825,                0.65982,                0.57151,                0.64975,                 0.4133,                 1.3848,                 1.3159,                 1.8755,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.0029,                  0.816,                 1.4821,                0.68355,                0.59177,                0.65093,                0.41086,                 1.3475,                 1.2457,                 1.8492,                0.00208,                0.00208,                0.00208
                    162,                 1.0069,                0.82636,                  1.486,                0.59967,                0.61799,                0.61619,                0.39415,                 1.3359,                  1.378,                 1.8162,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.0058,                0.83128,                 1.4965,                0.52708,                0.66039,                0.64934,                0.41788,                 1.3616,                 1.2929,                 1.8533,               0.001981,               0.001981,               0.001981
                    164,                0.96229,                0.79442,                 1.4539,                0.64339,                0.58319,                0.63557,                0.39769,                 1.3931,                 1.2847,                 1.8955,              0.0019315,              0.0019315,              0.0019315
                    165,                0.99637,                0.80229,                 1.4782,                0.63953,                0.55469,                0.65152,                0.41999,                 1.3755,                 1.2937,                 1.8814,               0.001882,               0.001882,               0.001882
                    166,                0.99595,                0.82481,                 1.4931,                0.59988,                0.68804,                0.68317,                 0.4241,                 1.3807,                 1.2193,                 1.8696,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.9969,                 0.8072,                 1.4713,                0.59813,                0.66586,                0.66629,                0.41824,                 1.3651,                 1.2689,                 1.8434,               0.001783,               0.001783,               0.001783
                    168,                0.99397,                0.83302,                 1.4753,                0.69263,                0.53702,                0.65211,                0.42003,                 1.3836,                 1.3366,                 1.8572,              0.0017335,              0.0017335,              0.0017335
                    169,                0.99786,                0.82799,                 1.4685,                0.69481,                0.58903,                0.65174,                0.43165,                 1.3373,                 1.3102,                 1.8189,               0.001684,               0.001684,               0.001684
                    170,                 0.9578,                0.78478,                 1.4469,                0.57535,                0.58661,                 0.5953,                0.38974,                 1.3263,                 1.5128,                 1.8094,              0.0016345,              0.0016345,              0.0016345
                    171,                0.96283,                0.80171,                  1.454,                 0.5566,                0.51714,                0.57761,                0.37379,                 1.3459,                 1.4737,                 1.8461,               0.001585,               0.001585,               0.001585
                    172,                0.93319,                 0.7635,                 1.4223,                0.51948,                0.63698,                0.61987,                0.40274,                 1.3565,                 1.3513,                 1.8616,              0.0015355,              0.0015355,              0.0015355
                    173,                0.98494,                0.80601,                 1.4667,                 0.6218,                0.61162,                0.63292,                0.40609,                 1.3622,                 1.2967,                 1.8671,               0.001486,               0.001486,               0.001486
                    174,                0.97938,                0.78721,                 1.4569,                0.65376,                0.60374,                0.67242,                0.42038,                 1.3847,                 1.2679,                 1.8963,              0.0014365,              0.0014365,              0.0014365
                    175,                0.96306,                0.78617,                  1.444,                0.63052,                0.58965,                0.67405,                0.42666,                 1.3456,                 1.3086,                  1.824,               0.001387,               0.001387,               0.001387
                    176,                0.96298,                0.76688,                 1.4387,                0.58997,                0.62563,                0.66795,                0.42221,                 1.3733,                 1.3051,                 1.8496,              0.0013375,              0.0013375,              0.0013375
                    177,                0.92958,                0.75433,                 1.4296,                0.74394,                0.49752,                0.63614,                0.40435,                 1.3581,                 1.3018,                 1.8685,               0.001288,               0.001288,               0.001288
                    178,                0.95978,                0.77409,                 1.4485,                0.71834,                0.50137,                0.65279,                 0.4177,                 1.3488,                 1.2993,                 1.8605,              0.0012385,              0.0012385,              0.0012385
                    179,                0.95059,                0.75512,                 1.4323,                0.77077,                 0.4784,                0.64969,                0.41943,                 1.3388,                 1.3344,                 1.8425,               0.001189,               0.001189,               0.001189
                    180,                0.93348,                0.76068,                 1.4277,                0.69772,                0.52111,                0.63578,                0.40734,                 1.3402,                 1.3883,                 1.8279,              0.0011395,              0.0011395,              0.0011395
                    181,                0.92551,                0.75675,                 1.4282,                 0.6944,                0.53694,                 0.6466,                 0.4143,                 1.3554,                 1.3585,                 1.8319,                0.00109,                0.00109,                0.00109
                    182,                0.95023,                0.77482,                 1.4346,                0.68333,                0.54326,                 0.6639,                0.42926,                 1.3427,                 1.2673,                 1.8463,              0.0010405,              0.0010405,              0.0010405
                    183,                0.94501,                0.79002,                 1.4454,                  0.564,                0.69003,                0.66378,                0.42693,                 1.3489,                 1.2542,                 1.8588,               0.000991,               0.000991,               0.000991
                    184,                0.94799,                0.79046,                 1.4468,                0.57193,                0.62853,                0.65104,                0.41542,                 1.3453,                 1.2979,                 1.8626,              0.0009415,              0.0009415,              0.0009415
                    185,                0.93005,                0.75767,                 1.4167,                0.62841,                0.59009,                0.64911,                0.41684,                 1.3404,                 1.4317,                 1.8362,               0.000892,               0.000892,               0.000892
                    186,                0.91444,                0.74651,                 1.4022,                 0.6701,                 0.5376,                0.66669,                0.43836,                 1.3326,                 1.4218,                 1.8245,              0.0008425,              0.0008425,              0.0008425
                    187,                0.93741,                0.74577,                 1.4309,                 0.6107,                0.60031,                 0.6685,                0.42775,                 1.3393,                  1.291,                 1.8409,               0.000793,               0.000793,               0.000793
                    188,                0.91227,                0.75446,                 1.4008,                0.64801,                0.56209,                0.66409,                0.42589,                 1.3493,                 1.2968,                 1.8458,              0.0007435,              0.0007435,              0.0007435
                    189,                0.93783,                0.76259,                  1.415,                0.64007,                0.59194,                0.67104,                0.43575,                 1.3326,                 1.2771,                 1.8295,               0.000694,               0.000694,               0.000694
                    190,                0.91864,                0.74796,                 1.4046,                0.63909,                0.56958,                0.66385,                0.42783,                 1.3422,                 1.3291,                 1.8549,              0.0006445,              0.0006445,              0.0006445
                    191,                0.73317,                0.51457,                 1.2493,                0.72063,                0.49183,                0.64155,                0.41069,                 1.3652,                 1.3875,                 1.8676,               0.000595,               0.000595,               0.000595
                    192,                0.71364,                0.50123,                 1.2325,                0.72637,                0.50276,                0.64435,                0.41168,                 1.3362,                 1.3601,                 1.8407,              0.0005455,              0.0005455,              0.0005455
                    193,                0.71997,                0.49189,                  1.227,                0.60872,                0.60428,                0.64113,                0.41157,                 1.3276,                 1.3036,                 1.8416,               0.000496,               0.000496,               0.000496
                    194,                0.69725,                0.48775,                 1.2211,                0.57151,                0.64063,                0.65204,                0.41778,                 1.3339,                 1.2976,                 1.8522,              0.0004465,              0.0004465,              0.0004465
                    195,                0.70781,                0.48586,                 1.2261,                0.57404,                0.65848,                 0.6467,                0.41485,                 1.3471,                 1.2997,                 1.8769,               0.000397,               0.000397,               0.000397
                    196,                0.70624,                0.48212,                 1.2249,                0.56325,                0.62826,                0.63809,                0.40902,                 1.3576,                 1.3145,                  1.881,              0.0003475,              0.0003475,              0.0003475
                    197,                 0.7274,                0.49494,                 1.2408,                 0.6268,                0.57294,                0.63609,                0.41176,                 1.3486,                 1.3117,                 1.8635,               0.000298,               0.000298,               0.000298
                    198,                0.70563,                0.47706,                 1.2257,                0.63063,                 0.5666,                0.63917,                0.41655,                 1.3375,                 1.3041,                 1.8554,              0.0002485,              0.0002485,              0.0002485
                    199,                0.70213,                0.47658,                 1.2179,                0.63647,                0.55349,                0.64301,                0.41642,                 1.3358,                 1.3069,                 1.8621,               0.000199,               0.000199,               0.000199
                    200,                0.70582,                0.47892,                 1.2221,                0.65067,                0.53596,                0.64582,                0.41844,                 1.3441,                 1.3253,                 1.8709,              0.0001495,              0.0001495,              0.0001495
