                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.0309,                0.85575,                 1.4707,                0.61159,                0.55663,                0.62543,                0.40845,                   1.32,                  1.306,                 1.7122,              0.0025255,              0.0025255,              0.0025255
                    153,                 1.0257,                0.82955,                 1.4705,                0.64355,                0.54029,                0.62618,                0.40378,                 1.3616,                  1.367,                 1.7435,               0.002476,               0.002476,               0.002476
                    154,                 1.0012,                0.80498,                 1.4477,                0.58031,                0.57856,                0.61506,                 0.3898,                  1.333,                 1.3956,                 1.7193,              0.0024265,              0.0024265,              0.0024265
                    155,                  1.024,                0.84369,                  1.454,                0.63815,                0.57912,                0.62285,                0.38675,                 1.4152,                 1.3971,                 1.7959,               0.002377,               0.002377,               0.002377
                    156,                0.98821,                0.81771,                  1.443,                0.57294,                0.61665,                0.62612,                 0.4079,                 1.3432,                 1.3448,                  1.751,              0.0023275,              0.0023275,              0.0023275
                    157,                0.98848,                0.83579,                 1.4426,                0.66028,                0.53576,                0.67303,                0.42627,                 1.3611,                 1.3361,                 1.7422,               0.002278,               0.002278,               0.002278
                    158,                0.99438,                0.81169,                 1.4362,                0.57556,                0.58343,                 0.6336,                0.39515,                  1.406,                 1.5508,                 1.8011,              0.0022285,              0.0022285,              0.0022285
                    159,                0.98795,                0.79075,                 1.4296,                0.52616,                0.56303,                0.58686,                0.38327,                 1.3563,                 1.5753,                 1.7294,               0.002179,               0.002179,               0.002179
                    160,                0.98447,                  0.797,                 1.4247,                0.56401,                0.52479,                0.60929,                0.39581,                 1.3378,                 1.5297,                 1.7194,              0.0021295,              0.0021295,              0.0021295
                    161,                0.97948,                0.79028,                 1.4221,                 0.7845,                0.49417,                0.61653,                0.39731,                 1.3546,                 1.4274,                 1.7409,                0.00208,                0.00208,                0.00208
                    162,                0.99334,                0.81369,                 1.4285,                0.64028,                0.47739,                0.61603,                0.39161,                 1.3823,                 1.6337,                 1.7576,              0.0020305,              0.0020305,              0.0020305
                    163,                0.98745,                0.81473,                 1.4421,                0.74082,                0.46111,                0.62127,                0.38421,                 1.3858,                 1.5224,                 1.7995,               0.001981,               0.001981,               0.001981
                    164,                0.95426,                0.78625,                  1.405,                0.53627,                0.57239,                0.60286,                0.38047,                 1.3838,                 1.7361,                 1.7717,              0.0019315,              0.0019315,              0.0019315
                    165,                 0.9816,                 0.7875,                 1.4297,                0.49595,                0.62583,                0.60701,                 0.3734,                 1.3736,                 1.6219,                 1.7795,               0.001882,               0.001882,               0.001882
                    166,                0.98478,                0.81261,                 1.4387,                0.67288,                0.52576,                0.64287,                0.39197,                 1.4078,                  1.385,                 1.8156,              0.0018325,              0.0018325,              0.0018325
                    167,                0.98728,                0.78995,                 1.4264,                0.63849,                0.54669,                0.62477,                0.39085,                 1.4067,                 1.4132,                  1.805,               0.001783,               0.001783,               0.001783
                    168,                 0.9783,                0.80832,                 1.4178,                0.58823,                0.53942,                0.62769,                0.39284,                 1.3806,                 1.4935,                 1.7706,              0.0017335,              0.0017335,              0.0017335
                    169,                0.97578,                0.80238,                 1.4168,                0.63099,                0.55287,                0.62844,                0.38216,                 1.3616,                 1.4212,                 1.7788,               0.001684,               0.001684,               0.001684
                    170,                0.93167,                0.75605,                 1.3784,                 0.4999,                0.63163,                0.62101,                0.38482,                 1.3897,                   1.44,                  1.796,              0.0016345,              0.0016345,              0.0016345
                    171,                0.94726,                0.77444,                 1.4004,                 0.6956,                0.49752,                0.61179,                0.37738,                 1.3944,                 1.4849,                 1.8066,               0.001585,               0.001585,               0.001585
                    172,                0.93133,                0.74889,                 1.3781,                 0.6259,                0.52313,                0.60222,                0.37745,                 1.3972,                 1.4616,                  1.832,              0.0015355,              0.0015355,              0.0015355
                    173,                0.96533,                0.78066,                 1.4064,                0.61312,                0.51902,                 0.6088,                0.38417,                 1.3785,                 1.4196,                 1.8261,               0.001486,               0.001486,               0.001486
                    174,                0.94754,                0.76626,                 1.3954,                0.79094,                0.44479,                0.61484,                0.38814,                 1.3937,                 1.4857,                   1.81,              0.0014365,              0.0014365,              0.0014365
                    175,                0.95266,                0.78034,                 1.3945,                0.78153,                 0.4383,                0.61339,                0.38849,                 1.4128,                 1.5042,                 1.8054,               0.001387,               0.001387,               0.001387
                    176,                0.94612,                0.75987,                  1.386,                 0.5489,                0.55608,                0.62005,                0.39013,                 1.3882,                  1.475,                 1.8021,              0.0013375,              0.0013375,              0.0013375
                    177,                0.92603,                0.74648,                 1.3786,                0.68398,                0.50014,                0.62889,                 0.3971,                 1.3809,                 1.4211,                 1.8066,               0.001288,               0.001288,               0.001288
                    178,                0.93977,                0.74667,                 1.3962,                 0.6018,                0.54636,                 0.6079,                0.39688,                 1.3656,                 1.3975,                 1.7978,              0.0012385,              0.0012385,              0.0012385
                    179,                0.93842,                0.74521,                 1.3839,                0.68807,                0.50936,                0.62748,                0.40347,                  1.377,                  1.443,                 1.7775,               0.001189,               0.001189,               0.001189
                    180,                0.91804,                0.75338,                 1.3757,                0.71292,                 0.4734,                 0.6215,                0.38475,                  1.372,                 1.4489,                   1.77,              0.0011395,              0.0011395,              0.0011395
                    181,                0.91519,                 0.7435,                 1.3679,                0.60648,                0.53925,                0.62663,                0.40247,                 1.3364,                 1.4413,                 1.7386,                0.00109,                0.00109,                0.00109
                    182,                  0.924,                0.73714,                 1.3737,                0.59575,                0.55231,                0.62043,                0.40248,                 1.3294,                 1.4617,                 1.7463,              0.0010405,              0.0010405,              0.0010405
                    183,                0.92995,                0.77738,                 1.3913,                0.59582,                0.53215,                0.62585,                0.39916,                 1.3477,                 1.4408,                  1.749,               0.000991,               0.000991,               0.000991
                    184,                0.93837,                0.76913,                 1.3957,                0.76391,                0.45709,                0.62327,                0.40485,                 1.3368,                 1.4497,                 1.7597,              0.0009415,              0.0009415,              0.0009415
                    185,                0.92056,                0.73072,                 1.3726,                0.50461,                0.60836,                0.62214,                 0.4026,                 1.3496,                   1.45,                 1.7735,               0.000892,               0.000892,               0.000892
                    186,                0.91005,                 0.7229,                 1.3599,                0.59686,                0.49362,                 0.6179,                0.39677,                 1.3797,                 1.4513,                 1.7953,              0.0008425,              0.0008425,              0.0008425
                    187,                0.92703,                0.73704,                 1.3807,                0.49469,                0.65191,                0.62673,                0.39956,                 1.3975,                  1.435,                 1.8039,               0.000793,               0.000793,               0.000793
                    188,                0.91481,                0.74292,                 1.3638,                0.58064,                0.56807,                0.62977,                0.39904,                 1.3951,                 1.4183,                 1.8033,              0.0007435,              0.0007435,              0.0007435
                    189,                 0.9102,                0.72753,                 1.3611,                 0.6098,                0.55281,                0.63064,                 0.4028,                   1.38,                 1.4351,                 1.7934,               0.000694,               0.000694,               0.000694
                    190,                0.91077,                0.73142,                 1.3626,                0.71284,                0.47392,                 0.6215,                0.39989,                 1.3818,                  1.423,                 1.7893,              0.0006445,              0.0006445,              0.0006445
                    191,                0.72355,                 0.5043,                 1.2013,                0.58974,                0.53296,                0.62962,                0.39932,                 1.4035,                 1.4595,                 1.8132,               0.000595,               0.000595,               0.000595
                    192,                0.71039,                0.49559,                   1.19,                0.73249,                0.46002,                0.62509,                0.40029,                 1.3505,                 1.4185,                 1.7752,              0.0005455,              0.0005455,              0.0005455
                    193,                0.71217,                0.48473,                 1.1889,                0.75164,                0.45955,                 0.6257,                0.40218,                 1.3512,                 1.4293,                 1.7738,               0.000496,               0.000496,               0.000496
                    194,                0.70391,                0.48206,                 1.1912,                0.66805,                0.48876,                0.63075,                0.39825,                 1.3526,                 1.4156,                 1.7872,              0.0004465,              0.0004465,              0.0004465
                    195,                0.70855,                0.48194,                 1.1865,                0.51292,                0.56999,                0.61323,                0.38966,                 1.3738,                 1.4146,                 1.8142,               0.000397,               0.000397,               0.000397
                    196,                0.70083,                0.47302,                 1.1856,                0.74097,                0.46448,                0.63326,                0.39547,                 1.3774,                 1.4269,                 1.8105,              0.0003475,              0.0003475,              0.0003475
                    197,                 0.7172,                0.47866,                  1.195,                 0.6924,                0.49649,                0.63485,                 0.3915,                 1.3897,                 1.4495,                 1.8156,               0.000298,               0.000298,               0.000298
                    198,                0.69561,                0.47405,                 1.1807,                 0.6985,                0.49833,                0.63934,                 0.3981,                 1.3715,                 1.4315,                 1.8082,              0.0002485,              0.0002485,              0.0002485
                    199,                0.69576,                0.47794,                 1.1827,                0.68824,                0.50472,                0.63633,                0.39758,                 1.3705,                 1.4285,                 1.8112,               0.000199,               0.000199,               0.000199
                    200,                0.69432,                0.47503,                  1.179,                0.64207,                0.51796,                0.63622,                0.39687,                 1.3691,                 1.4401,                 1.8116,              0.0001495,              0.0001495,              0.0001495
